,name,rating,price,Total Reviews
41,Mi 4A Gigabit Edition AC1200 Mbps Gigabit Dual-Band Wi-Fi Router,0,"2,650",
42,D-Link DIR-841 AC1200 Mbps Ethernet Dual-Band Wi-Fi Router,5,"2,725",5.0
43,Netis N2 AC1200 Mbps Gigabit Dual-Band Wi-Fi Router,4,"2,950",5.0
44,TP-Link Archer C60 AC1350 Mbps Ethernet Dual-Band Wi-Fi Router,4,"3,250",6.0
45,Netgear R6120 AC1200 Dual Band Wireless Router (2 Antena),5,"3,400",10.0
46,C-net WNIR3300 300 Mbps Ethernet Single-Band Wi-Fi Router,4,"3,400",5.0
47,D-Link DIR-1360 AC1300 Mbps Gigabit Dual-Band Wi-Fi Router,5,"3,400",6.0
48,Totolink A3002RU Wireless & Ethernet Dual-Band 1200 Mbps Gigabit Router,0,"3,400",
49,TP-Link Deco E4 AC1200 Whole Home Mesh Wi-Fi System (1-Pack),5,"3,425",4.0
50,Linksys E1200 Ethernet Single-Band 300 Mbps Wi-Fi Router,0,"3,450",
51,TP-Link Archer C6 V3.20 AC1200 Mbps Gigabit Dual-Band Wi-Fi Router,5,"3,450",3.0
52,D-Link DIR-825 AC1200 Mbps Gigabit Dual-Band Wi-Fi Router,4,"3,475",11.0
53,Asus RT-AC750L AC750 Mbps Ethernet Dual-Band Wi-Fi Router,5,"3,650",4.0
54,"Prolink PRC3801 Wireless AC1200 MU-MIMO Dual Band Gigabit Router with Gigabit WAN, LAN Port and Parental Control (4x 5dBi Antenna)",5,"3,750",7.0
55,Tenda AC21 AC2100 Mbps Gigabit Dual-Band Wi-Fi Router,0,"3,800",
56,D-Link DIR-878 AC1900 Mbps Gigabit Dual-Band Wi-Fi Router,5,"3,850",3.0
57,TP-Link TL-R470T+ 5-Port Multi-Wan Router,5,"3,900",4.0
58,Tenda 4G185 150Mbps 3G/4G Pocket Router,0,"3,950",
59,"Mikrotik RB750r2 400MHz, 5 Port, 32 MB RAM Router OS4",0,"4,000",
60,Prolink PRT7011L-B 150 Mbps 4G Pocket Router,0,"4,000",
61,TP-Link M7200 3G/4G Pocket Router,5,"4,100",8.0
62,D-Link COVR-1100 AC1200 Mbps Gigabit Dual-Band Wi-Fi System (1-Pack),0,"4,350",
63,Mi AX1800 Mbps Gigabit Dual-Band Wi-Fi 6 Router,0,"4,600",
64,Mi R2350 AIoT AC2350 Mbps Gigabit Dual-Band Wi-Fi Router #Black,0,"4,750",
65,TP-Link TL-R480T+ Ethernet Load Balance Broadband Router,5,"4,800",4.0
66,Tenda RX3 AX1800 Mbps Gigabit Dual-Band Wi-Fi Router,0,"4,800",
67,D-Link DIR-882 AC2600 Mbps Gigabit Dual-Band Wi-Fi Router,5,"4,875",7.0
68,TP-Link Deco M4 AC1200 Mbps Gigabit Dual-Band Wi-Fi System (1-Pack),5,"4,900",4.0
69,"Mikrotik RB951Ui-2nD hap 650 MHz CPU,64MB RAM,5-10/100 Ethernet ports,2.4GHz AP Wireless Router",0,"4,950",
70,D-Link DWR-921 300 Mbps 3G/4G & Ethernet Single-Band Wi-Fi Router,5,"5,150",2.0
71,"Mikrotik RB750Gr3 880MHz, 5 Gigabit, 256 MB RAM 1 USB Port Router OS4",0,"5,250",
72,Asus RT-AC1200 V2 AC1200 Mbps Ethernet Dual-Band Wi-Fi Router,5,"5,275",5.0
73,"Mikrotik RB951Ui-2HnD CPU 600MHz,128MB RAM OS4 Wireless Router",5,"5,450",6.0
74,Asus RT-AC1200 AC1200 Mbps Ethernet Dual-Band Wi-Fi Router,0,"5,500",
75,Mikrotik RB952Ui-5ac2nD-TC Ethernet Router,5,"5,600",4.0
76,D-Link DWR-920V N300 Mbps 3G/4G & Gigabit Single-Band Wi-Fi Router,0,"5,620",
77,Mikrotik RB750UPr2 Ethernet Single Band Router,0,"5,650",
78,TP-Link Archer C80 AC1900 Mbps Gigabit Dual-Band Wi-Fi Router,5,"5,725",5.0
79,TP-Link Deco M5 AC1300 Mbps Gigabit Dual-Band Wi-Fi System (1-Pack),4,"5,875",4.0
80,TP-Link TL-MR150 300 Mbps 3G/4G & Ethernet Single-Band Wi-Fi Router,4,"6,050",3.0
81,Mikrotik RB760iGS Dual Core Gigabit Router,0,"6,050",
82,D-Link COVR-C1202 AC1200 Mbps Gigabit Dual-Band Wi-Fi System (2-Pack),4,"6,250",4.0
83,TP-Link Deco E4 AC1200 Mbps Ethernet Dual-Band Wi-Fi System (2-Pack),5,"6,425",2.0
84,TP-Link TL-MR6400 300 Mbps 3G/4G & Ethernet Single-Band Wi-Fi Router,5,"6,675",3.0
85,"Mikrotik RB951G-2HnD AR9344 CPU 600MHz,128MB RAM OS4 Wireless Router",5,"6,850",6.0
86,Tenda 4G680 N300 Mbps 3G/4G & Ethernet Single-Band Wi-Fi Router,5,"7,000",5.0
87,TP-Link Archer MR200 AC750 Mbps 3G/4G & Ethernet Dual-Band Wi-Fi Router,4,"7,350",4.0
88,TP-Link CPE610 300 Mbps Ethernet Single-Band Wi-Fi Router,0,"7,500",
89,TP-Link Archer A9 AC1900 Mbps Gigabit Dual-Band Wi-Fi Router,5,"7,600",4.0
90,"Asus RT-AC58U 1300 Mbps 3G, 4G & Gigabit Dual-Band Wi-Fi Router",0,"8,200",
91,D-Link COVR-C1203 AC1200 Mbps Gigabit Dual-Band Wi-Fi System (3-Pack),5,"8,200",4.0
92,D-Link DIR-X1560 AX1500 Mbps Gigabit Dual-Band Wi-Fi 6 Router,0,"8,350",
93,TP-Link Archer AX10 AX1500 Mbps Gigabit Dual-Band Wi-Fi 6 Router,5,"8,375",4.0
94,TP-Link MR400 AC1200 Mbps 3G/4G & Ethernet Dual-Band Wi-Fi Router,4,"8,500",5.0
95,Asus RT-AC59U AC1500 Mbps Gigabit Dual-Band Wi-Fi Router,5,"8,550",1.0
96,TP-Link Archer AX20 AX1800 Mbps Gigabit Dual-Band Wi-Fi 6 Router,5,"8,800",6.0
97,Netgear R6850 AC2000 Dual Band Gigabit Wireless Smart WiFi Router,0,"8,900",
98,TP-Link Deco M4 AC1200 Mbps Gigabit Dual-Band Wi-Fi System (2-Pack),5,"9,375",4.0
99,TP-Link Deco E4 AC1200 Mbps Ethernet Dual-Band Wi-Fi System (3-Pack),5,"9,500",4.0
100,Mi AIoT AX3600 Mbps Gigabit Dual-Band Wi-Fi 6 Router,0,"9,500",
101,Asus RT-AC1500UHP AC1500 Mbps Gigabit Dual-Band Wi-Fi Router,5,"9,600",4.0
102,TP-Link Touch P5 AC1900 Mbps Gigabit Dual-Band Wi-Fi Router,5,"9,950",3.0
103,Mikrotik RB2011UiAS-RM Router,0,"10,100",
104,"Mikrotik RB450GX4 Four core 716MHz CPU,5 Gigabit Ethernet,PoE out on port #5,1GB RAM,RouterOS L5",0,"10,200",
105,Asus RT-AC66U 1750 Mbps Ethernet Dual-Band Wi-Fi Router,4,"10,500",1.0
106,Asus RT-AX55 AX1800 Mbps Gigabit Dual-Band Wi-Fi 6 Router,5,"10,900",1.0
107,Prolink PRC2401U AC2600 Mbps Gigabit Dual-Band Wi-Fi Router,0,"10,950",
108,Mikrotik RB2011UiAS-2HnD-IN AP Wireless Router,0,"11,000",
109,Netgear RAX10 AX1800 Mbps Gigabit Dual-Band Wi-Fi 6 Router,0,"11,000",
110,TP-Link Deco M5 AC1300 Mbps Gigabit Dual-Band Wi-Fi System (2-Pack),4,"11,275",6.0
111,Linksys EA7500-AH V2 AC1900 Mbps Gigabit Dual-Band Wi-Fi Router,0,"12,000",
112,Cisco RV160W Wireless-AC VPN Router,0,"12,000",
113,TP-Link Archer AX50 AX3000 Mbps Gigabit Dual-Band Wi-Fi 6 Router,4,"12,250",4.0
114,Netgear Orbi RBS350 AX1800 Mbps Gigabit Dual-Band Wi-Fi 6 Satellite # RBS350,0,"13,000",
115,TP-Link Deco M4 AC1200 Mbps Gigabit Dual-Band Wi-Fi System (3-Pack),5,"13,800",4.0
116,Mikrotik RB3011UiAS-RM Network Router,0,"14,450",
117,Netgear RAX20 AX1800 Mbps Gigabit Dual-Band Wi-Fi 6 Router,4,"14,500",5.0
118,Asus RT-AX56U AX1800 Mbps Gigabit Dual-Band Wi-Fi Router,5,"15,400",6.0
119,"Mikrotik RB4011iGS+RM Powerful 10xGigabit port router with a Quad-core 1.4Ghz CPU, 1GB RAM, SFP+ 10Gbps cage and desktop case with rack ears",0,"16,450",
120,Google Wifi AC1200 Mbps Gigabit Dual-Band Wi-Fi Router (White),5,"16,500",1.0
121,TP-Link Deco M5 AC1300 Mbps Gigabit Dual-Band Wi-Fi System (3-Pack),0,"16,750",
122,Netgear Orbi Pro SRS60 AC3000 Tri-band WiFi Add-on Wallmount Satellite,0,"17,200",
123,Linksys MR9000 AC3000 Mbps Gigabit Tri-Band Wi-Fi Router,0,"17,500",
124,Linksys WRT1900ACS AC1900 Mbps Gigabit Dual-Band Wi-Fi Router,0,"17,900",
125,Netgear RAX40 AX3000 Nighthawk AX4 4-Stream WiFi 6 Router,4,"19,000",5.0
126,Asus Lyra Trio AC1750 Mbps Gigabit Dual-Band Wi-Fi System (2-Pack),4,"19,500",5.0
127,TP-Link Archer C4000 AC4000 Mbps Gigabit Tri-Band Wi-Fi Router,5,"20,300",3.0
128,Asus TUF Gaming AX3000 3000 Mbps Gigabit Dual-Band Wi-Fi Router,0,"20,500",
129,Netgear Orbi RBK352 AX1800 Mbps Gigabit Dual-band Wi-Fi 6 System (2-Pack),0,"22,500",
130,Asus RT-AX82U AX5400 Mbps 3G/4G & Gigabit Dual-Band Wi-Fi 6 Router,0,"22,600",
131,MikroTik RB1100x4 1.4GHz Quad Core 128MB 13xGb LAN L6,0,"23,300",
132,Netgear Nighthawk RAX50 AX5400 Mbps Gigabit Dual-Band Wi-Fi 6 Router,0,"24,000",
133,Asus Lyra Voice 2200 Mbps Gigabit Tri-Band Wi-Fi Router,5,"25,300",6.0
134,TP-Link Archer C5400X AC5400 Mbps Gigabit Tri-Band Wi-Fi Router,5,"25,500",5.0
135,TP-Link Archer AX90 AX6600 Mbps Gigabit Tri-Band Wi-Fi 6 Router,0,"25,600",
136,Asus RT-AX86U AX5700 Mbps Gigabit Dual-Band Wi-Fi 6 Router,0,"26,350",
137,Mikrotik RB1100AHx4 (Dude Edition) Ethernet 1U Rack Mountable Router,0,"28,000",
138,Netgear RAX80 AX6000 Nighthawk AX8 8-Stream WiFi 6 Router,5,"30,500",6.0
139,Asus RT-AX88U AX6000 Mbps 3G/4G & Gigabit Dual-Band Wi-Fi Router,5,"30,950",6.0
140,Netgear Orbi RBK50 Whole Home AC3000 Tri-band WiFi System (Orbi Router RBR50 + Orbi Satellite RBS50),5,"32,000",6.0
141,Netgear Nighthawk XR1000 AX5400 Mbps Gigabit Dual-Band Wi-Fi Router,0,"33,500",
142,Netgear Nighthawk RAX70 AX6600 Mbps Gigabit Tri-Band Wi-Fi 6 Router # RAX70,0,"33,500",
143,Asus GT-AC5300 AC5300 Mbps 3G/4G & Gigabit Tri-band Wi-Fi Router,5,"35,150",5.0
144,Netgear R9000 AD7200 Mbps Tri-Band Quad-Stream Nighthawk X10 GIGABIT WIRELESS Router,5,"38,500",2.0
145,Asus RT-AC86U 2 Pack AiMesh (3G/4G) AC2900 Dual Band Gigabit WiFi Gaming Router with 3 x 5dBi External Antennas,5,"38,550",4.0
146,Netgear Orbi RBK752 AX4200 Mbps Gigabit Tri-band Wi-Fi 6 System (2-Pack),5,"40,500",1.0
147,Asus GT-AX11000 AX11000 Mbps 3G/4G & Gigabit Tri-Band Wi-Fi Router,5,"41,500",5.0
148,Netgear RAX120 AX6000 Nighthawk AX12 12-Stream WiFi 6 Router,5,"42,000",4.0
149,"Mikrotik CCR1009-7G-1C-1S+PC TILERA 9 Cores x 1GHz CPU, 2GB RAM, 7xGiga Port, 1xSFP Port, 1xSFP+ Port with 10G Support (SFP Module Not Included) Router with Power Redundancy and Router OS 6",0,"43,000",
150,Netgear Nighthawk RAX200 AX11000 Mbps Gigabit Tri-Band Wi-Fi 6 Router,0,"45,000",
151,"Mikrotik CCR1016-12G 1.2G, 2GB RAM, 12 Port Gigabit, 1xUSB",0,"51,700",
152,"Mikrotik CCR1016-12S-1S+ 16 cores x 1.2GHz CPU, 2GB RAM, 12xSFP cage, 1xSFP+ cage, LCD Panel, Dual Power supplies, 1U Rackmount, RouterOS L6",0,"57,300",
153,Mikrotik CCR1036-12G-4S 1000Mbps Network Router,0,"80,000",
154,"Mikrotik CCR1036-8G-2S+EM 1U rackmount, 8x Gigabit Ethernet, 2xSFP+ cages, LCD, 36 cores x 1.2GHz CPU, 8GB RAM, 41.5mpps fastpath, Up to 28Gbit/s throughput, RouterOS L6, Dual PSU",0,"102,500",
